key,mean,ci_low,ci_high,classification,path_positive,path_negative,path_zero,block_positive,block_negative,block_zero
FULL_MINUS_HALF|C0|ISO_H_MINUS_F|D40,0.09635416666666667,0.04312947591145833,0.14974365234374998,positive,56,23,113,18,4,2
FULL_MINUS_HALF|C0|ISO_H_MINUS_F|F,0.05058390299479167,0.01679972330729167,0.08457931518554686,positive,77,54,61,17,7,0
FULL_MINUS_HALF|C0|ISO_H_MINUS_F|F0,0.0,0.0,0.0,structural_zero,0,0,192,0,0,24
FULL_MINUS_HALF|C0|ISO_H_MINUS_F|F1,0.0,0.0,0.0,structural_zero,0,0,192,0,0,24
FULL_MINUS_HALF|C0|ISO_H_MINUS_F|F40,0.09635416666666667,0.04312947591145833,0.14974365234374998,positive,56,23,113,18,4,2
FULL_MINUS_HALF|C0|ISO_H_MINUS_F|FE1,0.004020182291666667,0.0015136718750000013,0.006689453124999999,positive,61,40,91,15,4,5
FULL_MINUS_HALF|C0|ISO_H_MINUS_F|FE2,0.014225260416666665,0.00046956380208333285,0.029658610026041643,positive,72,55,65,14,10,0
FULL_MINUS_HALF|C0|ISO_H_MINUS_F|FE3,0.018310546875000003,-0.006417643229166662,0.04497843424479163,unresolved,65,52,75,18,6,0
FULL_MINUS_HALF|C0|ISO_H_MINUS_F|FE4,0.03990885416666666,0.002321370442708324,0.07863240559895832,positive,64,42,86,17,7,0
FULL_MINUS_HALF|C0|ISO_H_MINUS_F|FE5,0.06326497395833333,0.017430419921875006,0.10969360351562495,positive,68,33,91,17,7,0
FULL_MINUS_HALF|C0|ISO_H_MINUS_F|FE6,0.08126627604166667,0.029383544921875004,0.13222941080729167,positive,65,29,98,18,6,0
FULL_MINUS_HALF|C0|ISO_H_MINUS_F|FE7,0.0880859375,0.034128824869791664,0.1404471842447917,positive,61,27,104,17,7,0
FULL_MINUS_HALF|C0|ISO_H_MINUS_F|FE8,0.09558919270833333,0.04322835286458334,0.14833048502604163,positive,60,24,108,18,6,0
FULL_MINUS_HALF|C0|MIX_H_MINUS_F|D40,0.112548828125,0.06379597981770833,0.15787760416666666,positive,57,21,114,20,2,2
FULL_MINUS_HALF|C0|MIX_H_MINUS_F|F,0.06547241210937499,0.03478892008463542,0.09487609863281246,positive,81,50,61,20,4,0
FULL_MINUS_HALF|C0|MIX_H_MINUS_F|F0,0.0,0.0,0.0,structural_zero,0,0,192,0,0,24
FULL_MINUS_HALF|C0|MIX_H_MINUS_F|F1,0.0,0.0,0.0,structural_zero,0,0,192,0,0,24
FULL_MINUS_HALF|C0|MIX_H_MINUS_F|F40,0.112548828125,0.06379597981770833,0.15787760416666666,positive,57,21,114,20,2,2
FULL_MINUS_HALF|C0|MIX_H_MINUS_F|FE1,0.0041015625,0.0016271972656249985,0.006949869791666663,positive,62,40,90,14,5,5
FULL_MINUS_HALF|C0|MIX_H_MINUS_F|FE2,0.02099609375,0.006298828125000003,0.03727457682291665,positive,76,52,64,14,10,0
FULL_MINUS_HALF|C0|MIX_H_MINUS_F|FE3,0.038476562500000006,0.013522135416666666,0.06559407552083332,positive,64,48,80,16,8,0
FULL_MINUS_HALF|C0|MIX_H_MINUS_F|FE4,0.06388346354166667,0.029556070963541663,0.09853719075520834,positive,68,35,89,18,6,0
FULL_MINUS_HALF|C0|MIX_H_MINUS_F|FE5,0.08237304687500001,0.04107706705729166,0.12326293945312497,positive,70,27,95,19,5,0
FULL_MINUS_HALF|C0|MIX_H_MINUS_F|FE6,0.10019531250000001,0.05483357747395833,0.144761962890625,positive,65,24,103,20,4,0
FULL_MINUS_HALF|C0|MIX_H_MINUS_F|FE7,0.10343424479166667,0.057127685546875,0.14803059895833334,positive,61,22,109,20,4,0
FULL_MINUS_HALF|C0|MIX_H_MINUS_F|FE8,0.11031901041666665,0.06269246419270834,0.1540743001302083,positive,61,21,110,20,2,2
FULL_MINUS_HALF|C0|MIX_MINUS_ISO_RANK|D40,0.016194661458333332,-0.027024332682291666,0.060793050130208325,unresolved,23,20,149,9,13,2
FULL_MINUS_HALF|C0|MIX_MINUS_ISO_RANK|F,0.014888509114583332,-0.011155141194661463,0.04111541748046874,unresolved,38,28,126,13,10,1
FULL_MINUS_HALF|C0|MIX_MINUS_ISO_RANK|F0,0.0,0.0,0.0,structural_zero,0,0,192,0,0,24
FULL_MINUS_HALF|C0|MIX_MINUS_ISO_RANK|F1,0.0,0.0,0.0,structural_zero,0,0,192,0,0,24
