key,mean,ci_low,ci_high,mean_pp,low_pp,high_pp,classification,mean_descendant_difference,low_descendants,high_descendants
HAM|Q_ZERO|F_BG_SWITCH|D40,-0.017333984375,-0.02490437825520833,-0.008707682291666666,-1.7333984375,-2.490437825520833,-0.8707682291666666,negative,-0.5546875,-0.7969401041666666,-0.2786458333333333
HAM|Q_ZERO|F_BG_STAY|D40,-0.0011393229166666667,-0.01562703450520833,0.015220133463541657,-0.11393229166666667,-1.562703450520833,1.5220133463541656,unresolved,-0.036458333333333336,-0.5000651041666666,0.487044270833333
HAM|Q_ZERO|F_BG_EFFECT|D40,-0.016194661458333332,-0.03271484375,-0.0011393229166666667,-1.6194661458333333,-3.271484375,-0.11393229166666667,negative,-0.5182291666666666,-1.046875,-0.036458333333333336
HAM|Q_ZERO|H_BG_SWITCH|D40,0.008870442708333334,-0.005210367838541666,0.02384643554687499,0.8870442708333334,-0.5210367838541666,2.384643554687499,unresolved,0.2838541666666667,-0.16673177083333332,0.7630859374999996
HAM|Q_ZERO|H_BG_STAY|D40,-0.013264973958333334,-0.025146484375,0.0004903157552083223,-1.3264973958333335,-2.5146484375,0.049031575520832225,unresolved,-0.4244791666666667,-0.8046875,0.015690104166666313
HAM|Q_ZERO|H_BG_EFFECT|D40,0.022135416666666668,0.0015401204427083336,0.04061075846354166,2.213541666666667,0.15401204427083337,4.061075846354166,positive,0.7083333333333334,0.049283854166666675,1.2995442708333331
HAM|Q_ZERO|F_BG_SWITCH_POP|U,0.6073213577270508,0.6068361028035484,0.6078006649017335,60.73213577270508,60.68361028035484,60.78006649017335,positive,,,
HAM|Q_ZERO|F_BG_SWITCH_POP|U40,0.6075897216796875,0.6039805094401042,0.6112204869588217,60.75897216796875,60.398050944010414,61.12204869588217,positive,,,
HAM|Q_ZERO|F_BG_STAY_POP|U,0.6071695963541666,0.6067327912648521,0.6076566282908122,60.71695963541666,60.67327912648521,60.76566282908122,positive,,,
HAM|Q_ZERO|F_BG_STAY_POP|U40,0.6081695556640625,0.6049082438151042,0.6115837097167969,60.81695556640625,60.49082438151042,61.15837097167969,positive,,,
HAM|Q_ZERO|F_BG_EFFECT_POP|U,0.00015176137288411504,-0.0001970020929972335,0.0005308945973714238,0.015176137288411504,-0.01970020929972335,0.05308945973714238,unresolved,,,
HAM|Q_ZERO|F_BG_EFFECT_POP|U40,-0.000579833984375,-0.00255126953125,0.0012970606486002601,-0.0579833984375,-0.255126953125,0.129706064860026,unresolved,,,
HAM|Q_ZERO|H_BG_SWITCH_POP|U,0.6032386779785157,0.6025613578160605,0.6038826847076415,60.32386779785157,60.25613578160605,60.38826847076415,positive,,,
HAM|Q_ZERO|H_BG_SWITCH_POP|U40,0.6071294148763021,0.6014912287394206,0.6129611968994141,60.71294148763021,60.14912287394206,61.296119689941406,positive,,,
HAM|Q_ZERO|H_BG_STAY_POP|U,0.6031813303629558,0.6024533494313558,0.60386794090271,60.318133036295585,60.245334943135575,60.386794090271,positive,,,
HAM|Q_ZERO|H_BG_STAY_POP|U40,0.60626220703125,0.6005541483561198,0.6116437276204427,60.626220703125,60.05541483561198,61.16437276204427,positive,,,
HAM|Q_ZERO|H_BG_EFFECT_POP|U,5.734761555989861e-05,-0.00024446964263915617,0.0003982067108154326,0.0057347615559898615,-0.024446964263915617,0.03982067108154326,unresolved,,,
HAM|Q_ZERO|H_BG_EFFECT_POP|U40,0.0008672078450520834,-0.002123896280924479,0.0042092641194661435,0.08672078450520834,-0.2123896280924479,0.42092641194661434,unresolved,,,
HAM|Q_HALF|F_BG_SWITCH|D40,0.16512044270833334,0.11538899739583333,0.21225179036458328,16.512044270833336,11.538899739583334,21.22517903645833,positive,5.283854166666667,3.6924479166666666,6.792057291666665
HAM|Q_HALF|F_BG_STAY|D40,0.0030924479166666665,-0.010011800130208333,0.017659505208333332,0.30924479166666663,-1.0011800130208333,1.7659505208333333,unresolved,0.09895833333333333,-0.32037760416666666,0.5651041666666666
HAM|Q_HALF|F_BG_EFFECT|D40,0.16202799479166666,0.10676472981770833,0.2150105794270833,16.202799479166664,10.676472981770834,21.50105794270833,positive,5.184895833333333,3.4164713541666667,6.880338541666665
HAM|Q_HALF|H_BG_SWITCH|D40,-0.03125,-0.03125,-0.03125,-3.125,-3.125,-3.125,negative,-1.0,-1.0,-1.0
HAM|Q_HALF|H_BG_STAY|D40,-0.00048828125,-0.015380859375,0.015057373046874989,-0.048828125,-1.5380859375,1.505737304687499,unresolved,-0.015625,-0.4921875,0.48183593749999964
HAM|Q_HALF|H_BG_EFFECT|D40,-0.03076171875,-0.046307373046874996,-0.015869140625,-3.076171875,-4.6307373046875,-1.5869140625,negative,-0.984375,-1.4818359374999999,-0.5078125
HAM|Q_HALF|F_BG_SWITCH_POP|U,0.6205537796020509,0.6186757818857831,0.6225546534856161,62.05537796020509,61.86757818857831,62.255465348561614,positive,,,
HAM|Q_HALF|F_BG_SWITCH_POP|U40,0.6199111938476562,0.6124465942382813,0.6273807525634766,61.991119384765625,61.24465942382813,62.738075256347656,positive,,,
HAM|Q_HALF|F_BG_STAY_POP|U,0.6186509450276692,0.6168339506785075,0.6205794556935629,61.865094502766915,61.68339506785075,62.057945569356285,positive,,,
HAM|Q_HALF|F_BG_STAY_POP|U40,0.6166839599609375,0.6106744130452474,0.622665532430013,61.66839599609375,61.06744130452474,62.2665532430013,positive,,,
HAM|Q_HALF|F_BG_EFFECT_POP|U,0.001902834574381512,0.0010344568888346363,0.0027241929372151716,0.1902834574381512,0.10344568888346363,0.2724192937215172,positive,,,
HAM|Q_HALF|F_BG_EFFECT_POP|U40,0.00322723388671875,0.0003221511840820313,0.006421407063802083,0.322723388671875,0.03221511840820313,0.6421407063802083,positive,,,
HAM|Q_HALF|H_BG_SWITCH_POP|U,0.628929837544759,0.6258384895324707,0.6322187423706053,62.89298375447589,62.58384895324707,63.221874237060526,positive,,,
HAM|Q_HALF|H_BG_SWITCH_POP|U40,0.6297022501627604,0.6173680623372396,0.6424846649169922,62.97022501627604,61.73680623372396,64.24846649169922,positive,,,
HAM|Q_HALF|H_BG_STAY_POP|U,0.6282526652018229,0.6253300380706787,0.6314535967508951,62.82526652018229,62.533003807067864,63.14535967508951,positive,,,
HAM|Q_HALF|H_BG_STAY_POP|U40,0.6273651123046875,0.614679718017578,0.6399640401204427,62.73651123046875,61.467971801757805,63.99640401204427,positive,,,
HAM|Q_HALF|H_BG_EFFECT_POP|U,0.0006771723429361987,-0.00010281085968017953,0.0013357321421305325,0.06771723429361987,-0.010281085968017953,0.13357321421305324,unresolved,,,
HAM|Q_HALF|H_BG_EFFECT_POP|U40,0.0023371378580729165,-0.001069323221842448,0.005839920043945308,0.23371378580729166,-0.1069323221842448,0.5839920043945308,unresolved,,,
