key,mean,low,high,mean_pp,low_pp,high_pp,classification,count_unit,mean_count,low_count,high_count
EXACT_Q_ZERO|SWITCH|D40,-0.01904296875,-0.026936848958333332,-0.010091145833333334,-1.904296875,-2.693684895833333,-1.0091145833333335,negative,expected_descendants,-0.609375,-0.8619791666666666,-0.3229166666666667
EXACT_Q_ZERO|STAY|D40,-0.008544921875,-0.01880086263020833,0.0022786458333333335,-0.8544921875,-1.880086263020833,0.22786458333333334,unresolved,expected_descendants,-0.2734375,-0.6016276041666666,0.07291666666666667
EXACT_Q_ZERO|EFFECT|D40,-0.010498046875,-0.024251302083333332,0.003747558593749978,-1.0498046875,-2.425130208333333,0.3747558593749978,unresolved,expected_descendants,-0.3359375,-0.7760416666666666,0.11992187499999929
EXACT_Q_ZERO|SWITCH_POP|U,0.6072076797485352,0.606704495747884,0.6077576653162639,60.720767974853516,60.6704495747884,60.77576653162639,positive,expected_matching_bits,621.7806640625,621.2654036458332,622.3438492838542
EXACT_Q_ZERO|STAY_POP|U,0.6073837280273438,0.6067882760365805,0.6079307587941488,60.738372802734375,60.67882760365805,60.79307587941488,positive,expected_matching_bits,621.9609375,621.3511946614584,622.5210970052084
EXACT_Q_ZERO|EFFECT_POP|U,-0.0001760482788085918,-0.0004844029744466087,0.000152883529663086,-0.01760482788085918,-0.04844029744466087,0.015288352966308599,unresolved,expected_matching_bits,-0.180273437499998,-0.4960286458333273,0.15655273437500006
EXACT_Q_ZERO|SWITCH_POP|U40,0.6067479451497396,0.603594144185384,0.6101025899251302,60.67479451497396,60.35941441853841,61.01025899251302,positive,expected_matching_bits,621.3098958333334,618.0804036458333,624.7450520833333
EXACT_Q_ZERO|STAY_POP|U40,0.6081949869791666,0.6045527140299479,0.6118067423502604,60.819498697916664,60.45527140299479,61.180674235026046,positive,expected_matching_bits,622.7916666666666,619.0619791666667,626.4901041666667
EXACT_Q_ZERO|EFFECT_POP|U40,-0.0014470418294270833,-0.0037513097127278646,0.0008953094482421868,-0.14470418294270831,-0.37513097127278644,0.08953094482421868,unresolved,expected_matching_bits,-1.4817708333333333,-3.8413411458333333,0.9167968749999993
EXACT_Q_HALF|SWITCH|D40,0.18050130208333334,0.13956705729166666,0.22209472656249996,18.050130208333336,13.956705729166666,22.209472656249996,positive,expected_descendants,5.776041666666667,4.466145833333333,7.107031249999999
EXACT_Q_HALF|STAY|D40,0.0,-0.014567057291666666,0.015301513671874989,0.0,-1.4567057291666665,1.530151367187499,unresolved,expected_descendants,0.0,-0.4661458333333333,0.48964843749999964
EXACT_Q_HALF|EFFECT|D40,0.18050130208333334,0.13484293619791668,0.22713623046874998,18.050130208333336,13.484293619791668,22.713623046874996,positive,expected_descendants,5.776041666666667,4.314973958333334,7.268359374999999
EXACT_Q_HALF|SWITCH_POP|U,0.6203175226847331,0.6185099951426188,0.622007244427999,62.031752268473305,61.850999514261886,62.2007244427999,positive,expected_matching_bits,635.2051432291667,633.3542350260417,636.935418294271
EXACT_Q_HALF|STAY_POP|U,0.6186860402425131,0.6171529515584311,0.6201560497283936,61.868604024251304,61.71529515584311,62.015604972839355,positive,expected_matching_bits,633.5345052083334,631.9646223958334,635.039794921875
EXACT_Q_HALF|EFFECT_POP|U,0.001631482442220054,0.001008725166320796,0.002337908744812017,0.1631482442220054,0.10087251663207959,0.23379087448120167,positive,expected_matching_bits,1.6706380208333353,1.032934570312495,2.3940185546875052
EXACT_Q_HALF|SWITCH_POP|U40,0.6225687662760416,0.615002187093099,0.6306184768676757,62.256876627604164,61.5002187093099,63.06184768676757,positive,expected_matching_bits,637.5104166666666,629.7622395833333,645.7533203124999
EXACT_Q_HALF|STAY_POP|U40,0.6204427083333334,0.6142163594563802,0.626724370320638,62.044270833333336,61.42163594563802,62.6724370320638,positive,expected_matching_bits,635.3333333333334,628.9575520833333,641.7657552083333
EXACT_Q_HALF|EFFECT_POP|U40,0.0021260579427083335,-0.0014038721720377604,0.005491256713867184,0.21260579427083334,-0.14038721720377603,0.5491256713867184,unresolved,expected_matching_bits,2.1770833333333335,-1.4375651041666666,5.6230468749999964
NOISY_Q_ZERO|SWITCH|D40,-0.011474609375,-0.025146484375,0.0052144368489583,-1.1474609375,-2.5146484375,0.5214436848958299,unresolved,expected_descendants,-0.3671875,-0.8046875,0.1668619791666656
NOISY_Q_ZERO|STAY|D40,-0.012532552083333334,-0.022135416666666668,-0.0018697102864583446,-1.2532552083333335,-2.213541666666667,-0.18697102864583445,negative,expected_descendants,-0.4010416666666667,-0.7083333333333334,-0.05983072916666703
NOISY_Q_ZERO|EFFECT|D40,0.0010579427083333333,-0.01806844075520833,0.022788492838541653,0.10579427083333333,-1.806844075520833,2.278849283854165,unresolved,expected_descendants,0.033854166666666664,-0.5781901041666666,0.7292317708333329
NOISY_Q_ZERO|SWITCH_POP|U,0.6059132893880208,0.6054186264673869,0.6064209858576457,60.59132893880208,60.541862646738686,60.64209858576457,positive,expected_matching_bits,620.4552083333333,619.9486735026042,620.9750895182292
NOISY_Q_ZERO|STAY_POP|U,0.6057626088460286,0.6052183691660562,0.6063394069671632,60.57626088460286,60.52183691660562,60.633940696716316,positive,expected_matching_bits,620.3009114583333,619.7436100260416,620.8915527343751
NOISY_Q_ZERO|EFFECT_POP|U,0.00015068054199218287,-0.0001590251922607473,0.0004422394434610976,0.015068054199218287,-0.015902519226074732,0.04422394434610976,unresolved,expected_matching_bits,0.15429687499999525,-0.16284179687500525,0.4528531901041639
NOISY_Q_ZERO|SWITCH_POP|U40,0.6072870890299479,0.6040520350138346,0.6107510884602865,60.72870890299479,60.40520350138346,61.07510884602865,positive,expected_matching_bits,621.8619791666666,618.5492838541667,625.4091145833333
NOISY_Q_ZERO|STAY_POP|U40,0.6059926350911459,0.6029654184977213,0.609136454264323,60.599263509114586,60.29654184977213,60.913645426432296,positive,expected_matching_bits,620.5364583333334,617.4365885416667,623.7557291666667
NOISY_Q_ZERO|EFFECT_POP|U40,0.0012944539388020833,-0.0007502237955729166,0.00325794219970703,0.12944539388020831,-0.07502237955729166,0.325794219970703,unresolved,expected_matching_bits,1.3255208333333333,-0.7682291666666666,3.336132812499999
NOISY_Q_HALF|SWITCH|D40,0.19563802083333334,0.147216796875,0.24390258789062497,19.563802083333336,14.7216796875,24.390258789062496,positive,expected_descendants,6.260416666666667,4.7109375,7.804882812499999
NOISY_Q_HALF|STAY|D40,-0.012776692708333334,-0.02197469075520833,-0.0026041666666666665,-1.2776692708333335,-2.197469075520833,-0.26041666666666663,negative,expected_descendants,-0.4088541666666667,-0.7031901041666666,-0.08333333333333333
NOISY_Q_HALF|EFFECT|D40,0.20841471354166666,0.156329345703125,0.2610758463541666,20.841471354166664,15.632934570312502,26.107584635416657,positive,expected_descendants,6.669270833333333,5.0025390625,8.35442708333333
NOISY_Q_HALF|SWITCH_POP|U,0.6182839711507161,0.6165638256072997,0.6199374564488729,61.82839711507161,61.65638256072997,61.99374564488729,positive,expected_matching_bits,633.1227864583333,631.3613574218749,634.8159554036458
NOISY_Q_HALF|STAY_POP|U,0.6159804026285808,0.6147223726908366,0.6172749741872151,61.59804026285808,61.472237269083664,61.72749741872151,positive,expected_matching_bits,630.7639322916667,629.4757096354167,632.0895735677083
NOISY_Q_HALF|EFFECT_POP|U,0.0023035685221354167,0.0014067363739013654,0.0032696835199991794,0.23035685221354166,0.14067363739013655,0.3269683519999179,positive,expected_matching_bits,2.3588541666666667,1.4404980468749982,3.3481559244791597
NOISY_Q_HALF|SWITCH_POP|U40,0.6198043823242188,0.6131857554117839,0.6267299016316732,61.980438232421875,61.31857554117839,62.67299016316732,positive,expected_matching_bits,634.6796875,627.9022135416667,641.7714192708333
NOISY_Q_HALF|STAY_POP|U40,0.6178995768229166,0.6125638326009114,0.6234235127766927,61.789957682291664,61.25638326009114,62.34235127766927,positive,expected_matching_bits,632.7291666666666,627.2653645833333,638.3856770833333
NOISY_Q_HALF|EFFECT_POP|U40,0.0019048055013020833,-0.0014784495035807292,0.005269559224446613,0.19048055013020831,-0.1478449503580729,0.5269559224446613,unresolved,expected_matching_bits,1.9505208333333333,-1.5139322916666667,5.396028645833332
EXACT_Q_HALF_MINUS_ZERO|SWITCH|D40,0.19954427083333334,0.15721435546875,0.23934122721354167,19.954427083333336,15.721435546875002,23.934122721354168,positive,expected_descendants,6.385416666666667,5.030859375,7.658919270833334
EXACT_Q_HALF_MINUS_ZERO|STAY|D40,0.008544921875,-0.010013834635416666,0.026774088541666668,0.8544921875,-1.0013834635416667,2.677408854166667,unresolved,expected_descendants,0.2734375,-0.3204427083333333,0.8567708333333334
EXACT_Q_HALF_MINUS_ZERO|EFFECT|D40,0.19099934895833334,0.14217122395833334,0.23901570638020833,19.099934895833336,14.217122395833334,23.901570638020832,positive,expected_descendants,6.111979166666667,4.549479166666667,7.648502604166667
EXACT_Q_HALF_MINUS_ZERO|SWITCH_POP|U,0.01310984293619792,0.011184714635213222,0.014937763214111336,1.310984293619792,1.1184714635213222,1.4937763214111337,positive,expected_matching_bits,13.42447916666667,11.45314778645834,15.296269531250008
EXACT_Q_HALF_MINUS_ZERO|STAY_POP|U,0.011302312215169273,0.009536768595377606,0.01303431510925293,1.1302312215169272,0.9536768595377606,1.303431510925293,positive,expected_matching_bits,11.573567708333336,9.765651041666668,13.347138671875001
